Material,Use,Su,Sy,E,G,mu,Ro
NF NF Z6C13,Yes,420,225,206000,80000,0.3,7860
NF NF Z12C13,Yes,630,440,206000,80000,0.3,7860
NF NF Z20C13,No,730,540,206000,80000,0.3,7860
NF NF Z30C13,No,830,635,206000,80000,0.3,7860
NF NF Z8C17,Yes,440,245,206000,80000,0.3,7860
NF NF Z8CA7,Yes,440,240,206000,80000,0.3,7860
NF NF Z45CS9,No,900,700,206000,80000,0.3,7860
NF NF Z6CA13,Yes,420,225,206000,80000,0.3,7860
NF NF Z10C13,Yes,590,410,206000,80000,0.3,7860
NF NF Z85CDMV1802,No,1000,800,206000,80000,0.3,7860
NF NF Z6CN1809,No,510,195,206000,80000,0.3,7860
NF NF Z6CNT1810,No,510,205,206000,80000,0.3,7860
NF NF Z6CNT1812,No,510,205,206000,80000,0.3,7860
NF NF Z2CN1810,No,450,185,206000,80000,0.3,7860
NF NF Z15CN2413,Yes,540,240,206000,80000,0.3,7860
NF NF Z12NCS3516,Yes,590,240,206000,80000,0.3,7860
NF NF Z12CN2520,Yes,540,240,206000,80000,0.3,7860
NF NF Z12CNS2520,Yes,540,240,206000,80000,0.3,7860
NF NF Z15CN2413,Yes,540,240,206000,80000,0.3,7860
NF NF Z12CNS2520,Yes,540,240,206000,80000,0.3,7860
NF NF Z6CND1711,No,530,205,206000,80000,0.3,7860
NF NF Z6CNDT1712,Yes,490,216,206000,80000,0.3,7860
NF NF Z2CND1712,No,470,186,206000,80000,0.3,7860
NF NF Z2CND1713,No,480,195,206000,80000,0.3,7860
NF NF Z6CND1712,No,530,205,206000,80000,0.3,7860
NF NF Z52CMN2109,No,950,600,206000,80000,0.3,7860
NF Grey cast iron,No,150,150,85000,34000,0.25,7160
NF Grey cast iron,No,200,200,85000,34000,0.25,7160
NF Grey cast iron,No,250,250,85000,34000,0.25,7160
NF Grey cast iron,No,300,300,85000,34000,0.25,7160
NF Grey cast iron,No,350,350,85000,34000,0.25,7160
NF Nodular cast iron,No,500,320,169000,70000,0.2,7160
NF Nodular cast iron,No,600,370,169000,70000,0.2,7160
NF Nodular cast iron,No,700,420,169000,70000,0.2,7160
NF Nodular cast iron,No,800,480,169000,70000,0.2,7160
NF Malleable cast iron,No,400,180,160000,64000,0.27,7160
NF Malleable cast iron,No,500,260,160000,64000,0.27,7160
JIS JIS SUM22,Yes,460,375,206000,80000,0.3,7860
JIS JIS SS330,No,360,195,206000,80000,0.3,7860
JIS JIS STKM13B,Yes,440,305,206000,80000,0.3,7860
JIS JIS STKM12A,No,340,175,206000,80000,0.3,7860
JIS JIS STKM12C,Yes,470,355,206000,80000,0.3,7860
JIS JIS SS400,Yes,400,235,206000,80000,0.3,7860
JIS JIS SS490,Yes,490,275,206000,80000,0.3,7860
JIS JIS SM52OC,Yes,520,335,206000,80000,0.3,7860
JIS JIS SM52OB,Yes,520,335,206000,80000,0.3,7860
JIS JIS STKM16A,Yes,510,325,206000,80000,0.3,7860
JIS JIS STKM16C,Yes,620,460,206000,80000,0.3,7860
JIS JIS SM570,Yes,570,450,206000,80000,0.3,7860
JIS JIS S10C,Yes,420,300,206000,80000,0.3,7860
JIS JIS S15C,Yes,440,340,206000,80000,0.3,7860
JIS JIS S22C,Yes,420,250,206000,80000,0.3,7860
JIS JIS S25C,Yes,480,300,206000,80000,0.3,7860
JIS JIS S30C,Yes,540,340,206000,80000,0.3,7860
JIS JIS S35C,Yes,600,370,206000,80000,0.3,7860
JIS JIS S40C,Yes,630,400,206000,80000,0.3,7860
JIS JIS S45C,Yes,650,430,206000,80000,0.3,7860
JIS JIS S50C,No,700,460,206000,80000,0.3,7860
JIS JIS S55C,No,750,500,206000,80000,0.3,7860
JIS JIS S58C,No,780,510,206000,80000,0.3,7860
JIS JIS SMn433,No,700,490,206000,80000,0.3,7860
JIS JIS SCr430,No,770,570,206000,80000,0.3,7860
JIS JIS SCr435,No,800,600,206000,80000,0.3,7860
JIS JIS SCr440,No,880,640,206000,80000,0.3,7860
JIS JIS SMnC420,No,980,680,206000,80000,0.3,7860
JIS JIS SUP9 heat treated,No,1226,1079,206000,80000,0.3,7860
JIS JIS SCM430,No,830,630,206000,80000,0.3,7860
JIS JIS SCM435,No,880,660,206000,80000,0.3,7860
JIS JIS SCM440,No,930,735,206000,80000,0.3,7860
JIS JIS SCM445,No,860,680,206000,80000,0.3,7860
JIS JIS SUP10,No,1226,1079,206000,80000,0.3,7860
JIS JIS SNC815,No,930,680,206000,80000,0.3,7860
JIS JIS SNCM815,No,1100,800,206000,80000,0.3,7860
JIS JIS SNCM447,No,1100,900,206000,80000,0.3,7860
JIS JIS SNCM630,No,1200,1000,206000,80000,0.3,7860
JIS JIS SUS403,Yes,588,392,206000,80000,0.3,7860
JIS JIS SUS405,No,412,177,206000,80000,0.3,7860
JIS JIS SUS410,Yes,539,343,206000,80000,0.3,7860
JIS JIS SUS420J1,Yes,637,441,206000,80000,0.3,7860
JIS JIS SUS420J2,No,735,539,206000,80000,0.3,7860
JIS JIS SUS430,No,430,205,206000,80000,0.3,7860
JIS JIS SUS431,No,785,588,206000,80000,0.3,7860
JIS JIS SUS304,No,520,205,206000,80000,0.3,7860
JIS JIS SUS303,No,520,205,206000,80000,0.3,7860
JIS JIS SUS316,No,520,205,206000,80000,0.3,7860
JIS JIS SUS316L,No,480,175,206000,80000,0.3,7860
JIS JIS SUS321,No,520,205,206000,80000,0.3,7860
JIS JIS SUS304L,No,480,175,206000,80000,0.3,7860
JIS JIS SUS3093,No,520,205,206000,80000,0.3,7860
JIS JIS SUH1,No,930,685,206000,80000,0.3,7860
JIS JIS SUH330,No,560,205,206000,80000,0.3,7860
JIS JIS SUH310,No,590,205,206000,80000,0.3,7860
JIS JIS SUH35,No,880,560,206000,80000,0.3,7860
JIS Grey cast iron,No,150,150,85000,34000,0.25,7160
JIS Grey cast iron,No,200,200,85000,34000,0.25,7160
JIS Grey cast iron,No,250,250,85000,34000,0.25,7160
JIS Grey cast iron,No,300,300,85000,34000,0.25,7160
JIS Grey cast iron,No,350,350,85000,34000,0.25,7160
JIS Nodular cast iron,No,500,320,169000,70000,0.2,7160
JIS Nodular cast iron,No,600,370,169000,70000,0.2,7160
JIS Nodular cast iron,No,700,420,169000,70000,0.2,7160
JIS Nodular cast iron,No,800,480,169000,70000,0.2,7160
JIS Malleable cast iron,No,400,180,160000,64000,0.27,7160
JIS Malleable cast iron,No,500,260,160000,64000,0.27,7160
